File Name,Duration (ss),Fundamental Frequency (Hz),Mean Pitch (Hz),Pitch Sigma (Hz),Minimum Pitch (Hz),Maximum Pitch (Hz),No. of Pulses,No. of periods,Mean Period (ss),Standard Deviation of Period (ss),Fraction of Locally unvoiced frames (%),No. of voice breaks,Degree of voice breaks,Mean auto - correlation,Mean noise-to-harmonics ratio,Mean harmonics-to-noice ratio (dB),Peak Amplitude Channel 1  (dB),Peak Amplitude Channel 2  (dB),Bit Rate (kbs),Sample Rate (Hz),Resolution (bits),No of Samples,Size on memory  (kB),Size on disk (MB),Channels,Source
Speaker6_10,60,226.461044,226.461,39.429,76.937,583.066,7758,7617,4.43E-03,8.22E-04,41.09%,120,43.47%,0.934535,0.086216,15.387,-0.52,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_11,60,224.202105,224.202,44.964,76.439,619.85,8014,7871,4.47E-03,9.02E-04,38.75%,123,41.10%,0.927993,0.098865,15.234,-0.56,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_12,60,229.558216,229.558,47.369,78.556,622.281,8125,7964,4.37E-03,8.22E-04,38.82%,129,41.16%,0.93916,0.079191,15.87,-0.52,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_13,60,227.035479,227.035,44.361,74.8,617.371,8563,8426,4.42E-03,8.26E-04,35.85%,106,37.44%,0.936894,0.083291,15.634,-0.61,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_14,60,229.026772,229.027,52.602,72.071,589.399,7908,7746,4.38E-03,1.08E-03,39.37%,120,42.11%,0.924764,0.102585,14.86,-0.5,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_15,48.415782,223.339654,223.34,40.622,75.611,533.965,6176,6073,4.49E-03,7.94E-04,40.33%,90,39.39%,0.939049,0.082398,15.905,-0.52,-,705.6,44100,16,2135136,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_16,60,235.805252,235.805,48.396,82.638,410.505,7632,7510,4.25E-03,9.40E-04,44.14%,105,38.74%,0.938755,0.07962,16.056,-0.51,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_17,60,235.981588,235.982,44.969,75.214,534.963,8744,8609,4.25E-03,8.32E-04,36.49%,112,38.17%,0.939343,0.078465,15.906,-0.52,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_18,60,242.410498,242.41,52.175,75.879,580.452,8307,8172,4.13E-03,9.23E-04,40.62%,119,43.28%,0.937359,0.081772,15.824,-0.52,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_19,60,238.975447,238.975,41.611,77.018,536.57,8755,8616,4.20E-03,7.14E-04,37.14%,121,39.44%,0.936992,0.083613,15.897,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_20,60,246.463401,246.463,47.196,84.206,559.719,8981,8827,4.07E-03,7.70E-04,37.77%,132,39.85%,0.937315,0.082474,15.967,-0.51,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_21,60,233.373424,233.373,41.207,139.877,566.257,8682,8533,4.30E-03,7.27E-04,36.47%,124,38.55%,0.938553,0.079904,16.024,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_22,60,233.111859,233.112,43.376,73.918,602.305,8366,8207,4.30E-03,7.92E-04,38.57%,131,40.49%,0.937824,0.082227,15.834,-0.53,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_23,2.278095,190.013883,190.014,52.301,163.509,434.153,92,90,5.30E-03,1.02E-03,76.34%,1,1.56%,0.909734,0.12229,13.478,-5.2,-,705.6,44100,16,100464,190.35,55.33,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_24,60,223.934852,223.935,41.699,74.887,548.729,8390,8227,4.47E-03,8.25E-04,28.78%,135,36.64%,0.893824,0.14928,11.974,-0.56,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_25,60,231.776899,231.777,47.58,74.99,598.844,9240,9048,4.33E-03,8.49E-04,25.23%,138,34.00%,0.889915,0.160275,12.118,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_26,60,223.24692,223.247,41.147,78.008,561.588,9138,8966,4.49E-03,8.44E-04,23.46%,122,32.14%,0.891697,0.156071,12.037,-0.52,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_27,60,231.376473,231.376,43.829,79.981,549.744,9772,9572,4.34E-03,8.26E-04,22.26%,139,29.77%,0.889347,0.159075,12.038,-0.51,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_28,60,231.591226,231.591,41.305,77.549,563.337,10192,9997,4.33E-03,8.10E-04,19.81%,127,26.44%,0.87654,0.17807,11.23,-0.52,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_29,60,235.03388,235.034,42.848,83.06,573.536,10431,10241,4.27E-03,8.02E-04,19.69%,124,25.89%,0.879127,0.178359,11.712,-0.51,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_30,60,235.324951,235.325,45.42,69.169,598.32,10231,10010,4.26E-03,8.64E-04,19.98%,141,27.97%,0.884343,0.171214,11.962,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_31,50.459501,231.415824,231.416,45.18,76.182,559.993,6674,6559,4.32E-03,8.60E-04,34.51%,99,42.83%,0.896959,0.144662,12.476,-0.49,-,705.6,44100,16,2225264,190.35,1.16,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_32,60,233.362639,233.363,56.672,60.651,488.028,8069,7845,4.30E-03,1.14E-03,33.78%,155,41.26%,0.819752,0.264614,7.984,-0.49,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_33,60,238.450625,238.451,51.904,73.831,440.222,8758,8571,4.20E-03,1.03E-03,30.63%,133,38.95%,0.852505,0.208673,9.161,-0.49,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_34,60,240.350596,240.351,49.95,75.021,471.067,8321,8103,4.17E-03,9.06E-04,32.45%,157,42.80%,0.834933,0.237136,8.528,-0.49,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_35,60,237.747029,237.747,61.235,71.484,535.727,8599,8369,4.22E-03,1.15E-03,30.47%,165,40.25%,0.821849,0.262981,8.047,-0.48,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_36,60,243.822559,243.823,68.956,75.071,516.431,9248,8945,4.12E-03,1.28E-03,27.45%,181,37.16%,0.791308,0.321956,7.15,-0.49,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_37,60,247.295912,247.296,58.97,79.988,461.799,9724,9503,4.06E-03,1.01E-03,26.41%,141,34.47%,0.833349,0.247758,8.714,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_38,60,243.470432,243.47,55.693,76.623,486.827,8771,8574,4.12E-03,1.05E-03,31.68%,146,40.12%,0.847916,0.216887,9.229,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_39,11.984036,252.525716,252.526,61.321,99.748,579.559,1824,1777,3.99E-03,9.92E-04,26.61%,30,30.97%,0.84308,0.229728,9.226,-0.5,-,705.6,44100,16,528496,190.35,282.47,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_40,60,235.106035,235.106,58.88,69.89,395.921,5990,5762,4.24E-03,1.33E-03,47.82%,186,57.07%,0.699712,0.492887,4.183,-0.51,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_41,60,243.126706,243.127,68.709,75.416,598.635,5504,5286,4.10E-03,1.31E-03,50.83%,176,63.22%,0.695651,0.495126,4.01,-0.47,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_42,60,241.544389,241.544,73.635,74.224,567.717,6353,6100,4.12E-03,1.52E-03,45.82%,211,57.30%,0.689841,0.508925,3.896,-0.46,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_43,60,245.831125,245.831,68.792,75.246,619.488,7202,6930,4.05E-03,1.38E-03,40.69%,218,52.24%,0.716882,0.455469,4.624,-0.49,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_44,60,231.136714,231.137,73.531,76.532,588.92,6597,6351,4.32E-03,1.58E-03,41.55%,200,53.24%,0.707709,0.474329,4.4,-0.49,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_45,60,237.507491,237.507,61.212,76.208,591.244,5728,5482,4.19E-03,1.17E-03,50.26%,193,60.80%,0.721387,0.444053,4.677,-0.5,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_46,60,243.090173,243.09,61.206,72.934,593.317,6342,6111,4.10E-03,1.09E-03,49.93%,197,56.22%,0.734604,0.413732,5.017,-0.47,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_47,60,234.86881,234.869,58.958,69.893,395.981,5993,5763,4.24E-03,1.33E-03,47.84%,186,56.99%,0.699383,0.493819,4.176,-0.25,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_48,60,243.433827,243.434,68.46,75.417,598.658,5499,5287,4.10E-03,1.31E-03,50.89%,175,63.28%,0.695909,0.49456,4.016,-0.24,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_49,60,241.44684,241.447,72.951,74.222,567.693,6338,6086,4.12E-03,1.50E-03,45.76%,210,57.40%,0.690163,0.508042,3.903,-0.24,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_50,60,245.185617,245.186,69.353,75.241,619.585,7184,6910,4.06E-03,1.39E-03,40.70%,219,52.27%,0.716736,0.455913,4.621,-0.23,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_51,60,231.069756,231.07,73.554,76.539,589.042,6594,6346,4.32E-03,1.58E-03,41.55%,200,53.24%,0.707661,0.474323,4.398,-0.25,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_52,60,237.744662,237.745,60.952,76.206,591.165,5744,5499,4.19E-03,1.16E-03,50.21%,194,60.75%,0.721164,0.444589,4.672,-0.25,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_53,60,243.17942,243.179,61.003,72.95,593.338,6340,6109,4.10E-03,1.07E-03,49.98%,197,56.27%,0.734717,0.413377,5.019,-0.24,-,705.6,44100,16,2646000,190.35,1.11,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_54,0.281179,-,-,-,-,-,1,-,-,-,92.00%,-,-,-,-,-,-9.34,-,705.6,44100,16,12400,190.35,8.18,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker7_00,60.034979,244.092173,244.092,56.469,82.926,599.728,9126,8906,4.12E-03,9.17E-04,32.97%,155,37.17%,0.860273,0.200151,9.884,-19.08,-20.67,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_01,60.034979,242.356827,242.357,53.692,75.134,574.829,9027,8785,4.15E-03,8.95E-04,33.03%,172,38.41%,0.860493,0.198816,10.013,-21.28,-20.72,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_02,60.034979,256.208841,256.209,56.438,129.51,534.325,9095,8881,3.92E-03,8.16E-04,38.10%,151,40.93%,0.88035,0.164111,10.847,-18.45,-21.53,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_03,60.034979,241.847476,241.847,51.839,75.334,516.141,8599,8430,4.14E-03,8.49E-04,38.32%,138,41.01%,0.887669,0.153995,11.338,-17.37,-21.58,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_04,60.034979,241.42226,241.422,58.645,86.077,553.657,7821,7652,4.15E-03,9.41E-04,43.20%,120,46.03%,0.867373,0.187792,10.23,-20.49,-22.28,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_05,60.034979,225.723078,225.723,50.379,78.628,577.54,7319,7138,4.44E-03,9.88E-04,42.55%,134,46.39%,0.865835,0.193922,10.183,-21.14,-23.32,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_06,60.034979,231.248812,231.249,46.061,79.758,509.753,7550,7370,4.34E-03,8.38E-04,43.17%,131,46.03%,0.877469,0.171557,10.79,-20.82,-22.25,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_07,60.034979,245.636449,245.636,53.639,75.174,562.731,8035,7834,4.09E-03,8.41E-04,42.23%,154,46.00%,0.856927,0.206271,9.869,-22.21,-22.99,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_08,60.034979,242.075162,242.075,53.545,86.834,544.573,7667,7477,4.14E-03,9.04E-04,43.83%,148,47.21%,0.868704,0.182943,10.262,-19.6,-23.12,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_09,60.034979,249.222057,249.222,59.095,79.288,565.879,8150,7949,4.03E-03,9.41E-04,41.88%,137,45.93%,0.873228,0.177348,10.722,-19.14,-18.78,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_10,60.034979,238.784397,238.784,57.698,111.368,592.175,4524,4353,4.20E-03,9.29E-04,66.37%,164,69.16%,0.92002,0.100806,12.899,-6.12,-16.36,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_11,60.034979,247.405479,247.405,54.903,87.962,536.554,8325,8132,4.06E-03,8.32E-04,40.63%,140,44.25%,0.878413,0.169645,10.933,-22.03,-22.4,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_12,60.034979,260.454567,260.455,60.375,75.101,554.017,8593,8412,3.85E-03,8.90E-04,41.60%,140,45.54%,0.875042,0.179882,11.09,-22.27,-21.77,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_13,60.034979,257.284095,257.284,56.707,103.896,544.985,8212,8008,3.90E-03,8.12E-04,43.20%,152,47.26%,0.874489,0.176984,10.666,-20.58,-21.62,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_14,60.034979,262.734297,262.734,63.086,85.078,541.023,9231,9018,3.83E-03,8.88E-04,38.50%,159,41.63%,0.874275,0.176857,10.818,-23.41,-21.6,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_15,60.034979,258.094481,258.094,61.59,81.821,525.082,9192,9192,3.89E-03,1.02E-03,36.75%,150,40.26%,0.881819,0.167908,11.317,-23.14,-21.6,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_16,60.034979,267.780657,267.781,60.071,114.545,577.466,7419,7223,3.75E-03,7.94E-04,51.52%,162,52.82%,0.896963,0.138569,11.756,-14.28,-17.63,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_17,60.034979,273.189066,273.189,58.887,81.493,533.197,9537,9328,3.67E-03,7.92E-04,38.65%,155,41.77%,0.874575,0.177623,10.872,-20.26,-19.88,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_18,60.034979,282.262034,282.262,61.503,75.564,588.403,9118,8916,3.56E-03,7.52E-04,43.72%,137,45.87%,0.884355,0.163742,11.481,-18.08,-17.61,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_19,60.034979,267.140609,267.141,59.525,78.062,595.656,8366,8159,3.75E-03,8.84E-04,44.23%,165,48.26%,0.877791,0.174523,11.037,-17.93,-19.42,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_20,60.034979,271.927152,271.927,66.42,72.745,584.991,8626,8422,3.69E-03,9.60E-04,42.35%,153,45.92%,0.865608,0.191581,10.44,-20.2,-19.08,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_21,60.034979,280.174243,264.242,67.319,81.254,579.297,9072,8748,3.78E-03,1.17E-03,28.33%,181,43.08%,0.824453,0.262372,8.61,-18.3,-18.85,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_22,60.034979,287.149457,253.518,57.945,77.673,441.757,10915,10431,3.95E-03,1.15E-03,19.71%,203,27.77%,0.7784,0.351514,7.017,-4.25,-18.13,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_23,60.041338,270.035085,254.45,58.701,75.578,598.266,8748,8468,3.94E-03,1.07E-03,31.15%,164,42.02%,0.819349,0.270768,8.334,-15.95,-19.1,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_24,60.041338,269.278723,261.145,67.007,80.679,519.006,9002,8730,3.83E-03,1.12E-03,29.21%,163,42.70%,0.826117,0.257611,8.598,-17.78,-19.43,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_25,60.041338,273.342441,264.145,63.207,77.848,519.957,9290,8952,3.79E-03,1.09E-03,27.08%,201,41.03%,0.813183,0.283763,8.173,-14.14,-17.99,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_26,60.041338,272.622734,265.489,64.776,81.307,596.651,8573,8275,3.77E-03,1.06E-03,31.21%,189,46.52%,0.819683,0.269429,8.349,-18.53,-18.17,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_27,15.84,270.514621,265.091,60.677,75.972,498.368,7702,7440,3.78E-03,9.68E-04,35.28%,156,51.72%,0.82082,0.267829,8.307,-21.82,-21,1536,48000,16,760320,307.46,372.6,stereo,htt://en.wikipedia.org/wiki/Mahatma_Gandhi
Speaker7_28,60.041338,258.78044,265.644,69.106,80.125,499.423,8926,8593,3.77E-03,1.18E-03,28.33%,194,44.09%,0.814522,0.281465,8.33,-0.83,-,705.6,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_29,60.041338,228.670266,266.193,68.692,86.583,496.671,8836,8555,3.76E-03,1.14E-03,36.66%,153,44.79%,0.827269,0.25972,8.679,-4.73,-,705.6,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_30,60.041338,231.982788,270.268,64.345,78.917,498.483,7731,7521,3.71E-03,9.43E-04,46.23%,127,51.77%,0.841554,0.231843,9.258,-3.25,-,705.6,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_31,60.041338,264.241506,264.242,67.319,81.254,579.297,9072,8748,3.78E-03,1.17E-03,28.33%,181,43.08%,0.824453,0.262372,8.61,-0.82,-,705.6,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_32,60.041338,253.517552,253.518,57.945,77.673,441.757,10915,10431,3.95E-03,1.15E-03,19.71%,203,27.77%,0.7784,0.351514,7.017,-3.65,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_33,60.041338,254.450304,254.45,58.701,75.578,598.266,8748,8468,3.94E-03,1.07E-03,31.15%,164,42.02%,0.819349,0.270768,8.334,-0.67,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_34,60.041338,261.144829,261.145,67.007,80.679,519.006,9002,8730,3.83E-03,1.12E-03,29.21%,163,42.70%,0.826117,0.257611,8.598,-2.58,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_35,60.041338,264.145309,264.145,63.207,77.848,519.957,9290,8952,3.79E-03,1.09E-03,27.08%,201,41.03%,0.813183,0.283763,8.173,-0.46,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_36,60.041338,265.48865,265.489,64.776,81.307,596.651,8573,8275,3.77E-03,1.06E-03,31.21%,189,46.52%,0.819683,0.269429,8.349,-0.22,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_37,60.041338,265.091213,265.091,60.677,75.972,498.368,7702,7440,3.78E-03,9.68E-04,35.28%,156,51.72%,0.82082,0.267829,8.307,-0.47,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_38,60.041338,265.643919,265.644,69.106,80.125,499.423,8926,8593,3.77E-03,1.18E-03,28.33%,194,44.09%,0.814522,0.281465,8.33,-0.93,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_39,60.041338,266.192682,266.193,68.692,86.583,496.671,8836,8555,3.76E-03,1.14E-03,36.66%,153,44.79%,0.827269,0.25972,8.679,-3.53,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_40,60.041338,270.268131,270.268,64.345,78.917,498.483,7731,7521,3.71E-03,9.43E-04,46.23%,127,51.77%,0.841554,0.231843,9.258,-0.96,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_41,60.041338,268.098276,268.098,74.676,81.024,581.041,7849,7606,3.74E-03,1.18E-03,42.59%,135,51.05%,0.820124,0.271408,8.38,-2.8,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_42,60.041338,271.366704,271.367,67.039,81.61,557.97,8346,8125,3.69E-03,9.76E-04,42.36%,130,48.99%,0.83838,0.239822,9.094,-0.91,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_43,60.041338,271.667318,271.667,65.143,82.267,495.801,8019,7772,3.68E-03,9.35E-04,40.11%,142,50.99%,0.830279,0.25393,8.763,-2.95,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_44,60.041338,259.248142,259.248,75.734,63.012,579.446,7418,7116,3.85E-03,1.31E-03,41.94%,167,52.70%,0.814076,0.280697,8.162,-0.46,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_45,60.041338,258.314553,258.315,58.307,75.851,500.219,9234,8846,3.89E-03,1.00E-03,30.18%,194,40.26%,0.80169,0.310743,7.813,-4.67,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_46,60.041338,271.287251,271.287,63.704,77.025,560.955,9467,9203,3.70E-03,9.08E-04,32.60%,139,40.04%,0.840045,0.233533,9.036,-0.39,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_47,60.041338,264.549297,264.549,64.971,72.95,538.201,8480,8214,3.79E-03,9.60E-04,35.18%,147,46.15%,0.820853,0.266709,8.348,-0.35,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_48,60.041338,249.833354,249.833,68.228,76.961,502.5,9422,9030,4.01E-03,1.41E-03,25.85%,198,37.20%,0.791283,0.329166,7.487,-3.98,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_49,8.606236,240.166772,240.167,60.027,83.692,376.507,979,940,4.18E-03,1.26E-03,33.72%,23,45.93%,0.781664,0.331275,6.791,-1.33,-,705.6,48000,16,377184,307.46,202.26,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_50,60.041338,252.105841,252.106,57.64,76.316,430.809,9593,9192,3.97E-03,1.04E-03,25.78%,218,36.91%,0.804209,0.304572,7.879,-3.89,-,705.6,48000,16,2646000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Percy_Jackson
Speaker7_51,60.034979,216.925104,216.925,48.551,75.244,451.909,7684,7475,4.61E-03,1.28E-03,35.92%,150,39.71%,0.787282,0.310276,6.449,-18.07,-23.52,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_52,60.034979,230.415432,230.415,54.442,87.767,598.67,8327,8136,4.36E-03,8.74E-04,37.03%,136,40.25%,0.856189,0.197417,9.101,-17.22,-25.1,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_53,60.034979,243.021731,243.022,55.787,101.156,599.459,8281,8070,4.14E-03,7.80E-04,40.53%,147,43.61%,0.881577,0.15826,10.363,-16.45,-23.84,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_54,60.034979,252.081066,252.081,72.94,94.257,619.471,9299,9077,3.99E-03,9.39E-04,35.78%,138,38.16%,0.866121,0.185429,9.883,-20.08,-23.72,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
